shipment_id,supplier,product,distance_km,order_quantity,supplier_reliability,historical_delay_rate,lead_time_days,inventory_level,supplier_capacity,shipping_cost,weather_risk,demand_forecast,delay
SHP01059,Supplier_B,Processors,2382,472,0.72,0.05,12,1033,1975,19725.32,0.82,1448,1
SHP01060,Supplier_D,Batteries,1095,1989,0.86,0.32,23,1319,5547,7410.99,0.62,2929,1
SHP01061,Supplier_A,Sensors,1287,899,0.72,0.32,23,2821,8305,1585.35,0.83,327,1
SHP01062,Supplier_A,Microchips,4411,99,0.94,0.33,24,2212,1859,4300.55,0.81,104,1
SHP01063,Supplier_C,Sensors,3354,1280,0.88,0.34,26,2373,4944,18008.11,0.93,251,1
SHP01064,Supplier_A,Processors,756,613,0.86,0.18,22,2177,1209,14137.89,0.39,2368,0
SHP01065,Supplier_B,Displays,3082,903,0.74,0.19,22,228,1213,15908.92,0.55,256,0
SHP01066,Supplier_C,Microchips,1213,932,0.78,0.06,5,610,6897,2921.28,0.1,2437,0
SHP01067,Supplier_A,Batteries,4506,711,0.84,0.07,27,2606,6782,3132.25,0.97,2425,1
SHP01068,Supplier_C,Processors,656,614,0.88,0.28,21,2357,8402,2688.8,0.99,1104,0
SHP01069,Supplier_A,Displays,3119,262,0.75,0.3,17,1859,1303,17214.8,0.79,980,1
SHP01070,Supplier_A,Sensors,2404,1139,0.7,0.28,29,341,8276,4594.37,0.45,1082,1
SHP01071,Supplier_A,Displays,2680,1305,0.8,0.3,25,2982,8000,13041.46,0.5,1094,1
SHP01072,Supplier_B,Processors,151,1958,0.84,0.11,19,340,9174,10565.24,0.44,2493,0
SHP01073,Supplier_B,Processors,1461,860,0.75,0.17,27,591,1860,11115.6,0.29,1836,0
SHP01074,Supplier_C,Displays,1294,899,0.84,0.17,9,1959,5047,4310.99,0.53,1722,0
SHP01075,Supplier_A,Sensors,4119,1736,0.8,0.35,3,2861,2855,12887.3,0.05,2727,1
SHP01076,Supplier_A,Displays,3238,1790,0.83,0.33,18,643,7951,1340.46,0.99,2053,1
SHP01077,Supplier_B,Processors,1748,1393,0.8,0.22,11,1478,3167,19872.71,0.42,712,0
SHP01078,Supplier_A,Processors,771,1840,0.88,0.07,14,997,6959,1021.8,0.93,2091,0
SHP01079,Supplier_B,Batteries,877,1210,0.71,0.11,16,2577,2633,1478.05,0.72,2821,0
SHP01080,Supplier_A,Batteries,2379,930,0.75,0.14,10,1398,3474,6830.62,0.29,2460,0
SHP01081,Supplier_C,Microchips,3122,1720,0.83,0.31,28,430,6040,16716.69,0.22,2025,1
SHP01082,Supplier_A,Processors,1960,1639,0.8,0.08,9,1754,3377,5515.19,1.0,1706,1
SHP01083,Supplier_A,Batteries,3239,1138,0.81,0.09,7,359,4411,9702.73,0.77,272,1
SHP01084,Supplier_D,Displays,1174,1587,0.93,0.14,5,1743,5659,850.56,0.25,1292,0
SHP01085,Supplier_B,Sensors,1816,1205,0.96,0.33,19,1548,5275,2038.15,0.07,1226,0
SHP01086,Supplier_A,Displays,1383,383,0.77,0.19,25,2944,5385,12355.34,0.7,327,1
SHP01087,Supplier_A,Sensors,4786,81,0.94,0.23,4,2522,9677,4289.99,0.3,2086,0
SHP01088,Supplier_D,Batteries,2086,917,0.83,0.15,27,1215,8275,14037.96,0.22,1334,0
SHP01089,Supplier_D,Microchips,2733,947,0.78,0.08,5,710,1772,15815.13,0.73,1232,0
SHP01090,Supplier_B,Displays,1101,1945,0.99,0.09,22,2323,2832,17081.52,0.68,2340,1
SHP01091,Supplier_D,Displays,1146,1571,0.94,0.28,14,1547,8605,3109.09,0.48,620,0
SHP01092,Supplier_C,Displays,2276,1316,0.99,0.31,21,2122,2299,9382.42,0.94,525,0
SHP01093,Supplier_D,Sensors,2438,1265,0.75,0.18,12,2192,9373,18968.09,0.68,2221,1
SHP01094,Supplier_C,Batteries,1955,1215,0.74,0.14,9,2605,9337,15555.63,0.89,442,1
SHP01095,Supplier_B,Displays,600,1733,0.85,0.29,26,614,6163,2780.73,0.19,470,1
SHP01096,Supplier_B,Displays,2333,650,0.89,0.24,15,1655,2839,10298.75,0.3,2548,0
SHP01097,Supplier_B,Microchips,4674,1634,0.75,0.03,15,1249,5594,18486.42,0.1,321,1
SHP01098,Supplier_B,Microchips,2639,1721,0.95,0.14,17,693,1802,9080.76,0.3,739,0
SHP01099,Supplier_B,Batteries,4708,1037,0.85,0.25,15,1481,4950,16829.64,0.97,1635,1
SHP01100,Supplier_C,Batteries,3814,1264,0.82,0.21,2,2587,2318,10168.95,0.96,1458,0
SHP01101,Supplier_C,Processors,2432,1222,0.87,0.34,3,2000,7118,2582.83,0.76,2521,0
SHP01102,Supplier_B,Microchips,700,648,0.88,0.31,29,508,5626,3383.17,0.52,1130,0
SHP01103,Supplier_D,Processors,4384,1489,0.71,0.04,21,2998,3940,1410.18,0.78,836,1
SHP01104,Supplier_A,Sensors,1088,569,0.99,0.26,2,387,8569,4308.64,0.55,1512,0
SHP01105,Supplier_B,Processors,1981,1808,0.81,0.13,12,1404,8398,17925.47,0.0,2583,0
SHP01106,Supplier_D,Displays,4583,918,0.72,0.25,7,2063,6458,13178.86,0.5,1239,0
SHP01107,Supplier_A,Processors,1854,65,0.95,0.22,16,394,3052,14907.71,0.6,837,0
SHP01108,Supplier_B,Batteries,2564,1881,0.99,0.19,13,625,7454,12622.4,0.27,664,0
SHP01109,Supplier_B,Sensors,2323,1179,0.94,0.3,6,1620,7305,8037.52,0.2,1126,0
SHP01110,Supplier_C,Displays,4582,332,0.95,0.25,24,1597,9407,4728.79,0.27,1953,1
SHP01111,Supplier_A,Processors,1594,1177,0.88,0.31,13,992,1785,18549.48,0.62,643,1
SHP01112,Supplier_A,Sensors,952,410,0.97,0.11,23,395,7979,10539.18,0.15,1203,0
SHP01113,Supplier_D,Sensors,551,1731,0.71,0.13,15,374,2635,9881.45,0.72,2783,0
SHP01114,Supplier_C,Displays,2424,1108,0.92,0.23,15,2564,8338,19924.03,0.42,948,1
SHP01115,Supplier_C,Processors,1858,162,0.89,0.34,20,2188,4109,7986.63,0.35,2968,1
SHP01116,Supplier_C,Sensors,4408,357,0.71,0.14,6,343,7053,17155.44,0.81,495,0
SHP01117,Supplier_C,Sensors,3453,1984,0.86,0.03,4,573,6004,17315.71,0.51,488,0
SHP01118,Supplier_A,Microchips,4236,1008,0.85,0.17,26,2947,6756,5037.07,0.38,1435,1
SHP01119,Supplier_A,Sensors,4795,1126,0.9,0.2,19,308,8445,2349.37,0.88,1634,1
SHP01120,Supplier_B,Microchips,3438,1932,0.72,0.28,7,1160,1284,19524.59,0.37,2595,1
SHP01121,Supplier_B,Processors,2688,1154,0.93,0.26,10,1567,3413,8804.99,0.86,144,1
SHP01122,Supplier_C,Processors,1882,1689,0.74,0.34,27,2283,2643,543.3,0.5,2079,1
SHP01123,Supplier_C,Processors,3620,883,0.82,0.28,8,2441,8235,10230.85,0.21,2551,0
SHP01124,Supplier_C,Batteries,1879,1442,0.96,0.12,22,870,7335,12576.36,0.61,2456,0
SHP01125,Supplier_B,Processors,3232,291,0.86,0.23,19,1942,1643,15633.72,0.29,1964,0
SHP01126,Supplier_D,Sensors,3673,80,0.81,0.24,3,2838,8311,18887.37,0.15,1907,0
SHP01127,Supplier_D,Displays,3318,1902,0.71,0.35,21,1589,9217,18345.83,0.09,2374,1
SHP01128,Supplier_B,Microchips,3857,753,0.89,0.07,11,618,4937,18832.65,0.24,448,1
SHP01129,Supplier_B,Batteries,4116,918,0.99,0.08,13,558,5807,1126.44,0.74,2260,0
SHP01130,Supplier_B,Processors,2937,1434,0.96,0.07,3,1613,7336,14379.6,0.84,2423,1
SHP01131,Supplier_B,Processors,2481,282,0.91,0.21,29,2113,7524,4904.23,0.86,825,0
SHP01132,Supplier_B,Displays,4339,1683,0.73,0.06,14,574,2025,4157.28,0.27,2234,1
SHP01133,Supplier_B,Displays,4036,1107,0.77,0.24,9,2297,6722,16106.21,0.66,903,1
SHP01134,Supplier_C,Batteries,4528,1316,0.75,0.29,27,1257,2068,8634.03,0.23,2169,1
SHP01135,Supplier_C,Microchips,1519,1000,0.8,0.16,24,358,5098,18373.7,0.62,484,0
SHP01136,Supplier_C,Processors,4250,108,0.77,0.21,8,1889,9015,1327.48,0.89,1144,0
SHP01137,Supplier_C,Batteries,1430,820,0.77,0.32,4,1433,1175,16142.53,0.04,1811,0
SHP01138,Supplier_B,Sensors,3017,1602,0.88,0.21,24,2356,9095,3168.27,0.99,590,1
SHP01139,Supplier_D,Sensors,1546,1151,0.79,0.09,9,1992,2143,3943.26,0.83,1590,1
SHP01140,Supplier_A,Batteries,1540,767,0.9,0.13,22,1230,6893,9808.36,0.76,1579,0
SHP01141,Supplier_B,Processors,3844,351,0.97,0.19,2,2522,8341,8214.0,0.69,2920,1
SHP01142,Supplier_A,Batteries,2944,1751,0.89,0.07,16,2876,4510,9980.36,0.77,1803,0
SHP01143,Supplier_D,Processors,4275,852,0.92,0.22,2,1094,5062,18830.52,0.99,320,1
SHP01144,Supplier_C,Displays,964,946,0.92,0.35,13,2736,8797,13319.08,0.77,2112,1
SHP01145,Supplier_D,Batteries,571,161,0.8,0.24,12,1061,1950,6161.03,0.35,690,0
SHP01146,Supplier_B,Processors,1602,1486,0.7,0.14,17,399,5436,3871.72,0.61,1621,1
SHP01147,Supplier_C,Batteries,4784,1973,0.72,0.13,5,1010,3744,8690.9,0.34,912,0
SHP01148,Supplier_B,Batteries,1510,366,0.78,0.33,3,487,9312,9307.0,0.97,242,0
SHP01149,Supplier_C,Processors,3870,1938,0.9,0.31,24,505,5670,12225.24,0.9,1949,1
SHP01150,Supplier_A,Processors,2005,1218,0.96,0.18,4,2721,2920,5687.05,0.57,144,0
SHP01151,Supplier_A,Microchips,4759,717,0.98,0.14,29,1619,6612,15466.43,0.78,550,1
SHP01152,Supplier_A,Batteries,4101,739,0.71,0.25,5,1153,7419,2419.97,0.91,1359,1
SHP01153,Supplier_D,Sensors,3604,1931,0.99,0.12,26,1525,7172,11428.84,0.24,1103,1
SHP01154,Supplier_B,Batteries,3583,1721,0.79,0.06,19,1668,6930,12658.87,0.58,781,1
SHP01155,Supplier_D,Batteries,4662,1900,0.94,0.12,13,1562,4808,4533.22,0.48,1417,1
SHP01156,Supplier_A,Processors,698,67,0.75,0.16,25,692,5738,16607.22,0.77,2096,0
SHP01157,Supplier_B,Batteries,1091,1424,0.72,0.1,2,441,7495,12500.93,0.38,2294,0
SHP01158,Supplier_A,Batteries,2032,1228,0.81,0.09,4,2671,2104,13091.58,0.71,892,0
SHP01159,Supplier_D,Sensors,2884,1857,0.95,0.02,5,2130,5389,10206.0,0.4,1594,1
SHP01160,Supplier_D,Processors,3141,1579,0.76,0.23,7,970,4884,18237.09,0.11,1172,0
SHP01161,Supplier_D,Batteries,166,827,0.74,0.22,18,1673,1732,14031.59,0.11,116,0
SHP01162,Supplier_A,Displays,3498,409,0.96,0.08,9,1995,2581,7945.79,0.12,248,1
SHP01163,Supplier_B,Microchips,2850,381,0.97,0.33,19,2507,4679,5152.81,0.03,1678,0
SHP01164,Supplier_B,Sensors,569,1991,0.7,0.16,17,1164,4852,1885.7,0.53,1335,1
SHP01165,Supplier_A,Batteries,1824,577,0.91,0.03,22,462,3427,3724.54,0.67,1839,0
SHP01166,Supplier_B,Displays,4085,61,0.79,0.09,7,2396,1323,19857.32,0.13,1115,0
SHP01167,Supplier_A,Batteries,1731,1148,0.81,0.25,25,1838,4699,8431.95,0.61,816,0
SHP01168,Supplier_B,Batteries,874,261,0.84,0.09,20,2170,6181,18024.4,0.6,2997,1
SHP01169,Supplier_C,Processors,3112,1764,0.82,0.04,29,310,8313,3826.1,0.15,1659,0
SHP01170,Supplier_C,Processors,2603,690,0.85,0.22,26,2787,9553,8794.54,0.4,1668,0
SHP01171,Supplier_D,Processors,1586,332,0.87,0.19,29,2063,3100,19230.11,0.76,2086,1
SHP01172,Supplier_C,Displays,4119,1268,0.84,0.27,22,1385,3754,2277.08,0.02,1610,1
SHP01173,Supplier_C,Batteries,4327,829,0.9,0.27,9,1008,2472,12082.69,0.15,579,1
SHP01174,Supplier_C,Microchips,1029,1103,0.91,0.34,5,1898,2106,18423.85,1.0,1811,0
SHP01175,Supplier_A,Sensors,3112,1082,0.83,0.04,29,2088,2803,19018.83,0.73,143,0
SHP01176,Supplier_C,Processors,1605,1382,0.74,0.03,10,2829,9272,16997.15,0.46,974,0
SHP01177,Supplier_C,Processors,4829,1518,0.89,0.35,9,2782,7657,17190.72,0.63,2502,1
SHP01178,Supplier_D,Batteries,3044,1383,0.92,0.23,22,1238,7906,13217.57,0.85,1823,1
SHP01179,Supplier_C,Batteries,2919,726,0.89,0.26,20,2937,6355,4798.25,0.84,1135,1
SHP01180,Supplier_C,Displays,1284,754,0.87,0.05,2,384,3988,14748.23,0.32,455,0
SHP01181,Supplier_B,Displays,388,475,0.77,0.04,22,2829,8204,19578.5,0.49,573,0
SHP01182,Supplier_D,Processors,1911,1890,0.89,0.07,22,853,6776,10755.7,0.64,2200,0
SHP01183,Supplier_D,Batteries,627,1845,0.8,0.16,5,2487,9516,5583.6,0.07,2136,0
SHP01184,Supplier_D,Microchips,1016,1777,0.97,0.06,11,2857,3361,11682.69,0.95,2260,0
SHP01185,Supplier_D,Sensors,1808,640,0.89,0.17,27,2980,2234,13966.9,0.43,1939,0
SHP01186,Supplier_D,Batteries,3674,1764,0.78,0.21,9,1021,1102,4561.47,0.37,1743,1
SHP01187,Supplier_D,Batteries,3419,140,0.84,0.02,4,1144,5912,14524.19,0.91,1601,1
SHP01188,Supplier_A,Displays,1506,505,0.95,0.06,13,990,1746,11954.94,0.12,914,0
SHP01189,Supplier_C,Sensors,1341,493,0.8,0.14,27,952,5908,12440.82,0.04,1190,0
SHP01190,Supplier_D,Processors,3233,1800,0.85,0.04,10,1318,4691,6466.76,0.69,2467,1
SHP01191,Supplier_C,Batteries,898,128,0.9,0.06,4,73,4064,3527.7,0.39,2781,0
SHP01192,Supplier_C,Processors,1623,1548,0.92,0.1,5,606,6412,12657.27,0.76,500,0
SHP01193,Supplier_A,Batteries,4207,976,0.75,0.16,7,2798,2719,11931.54,0.07,1423,0
SHP01194,Supplier_D,Processors,2988,152,0.86,0.26,10,2500,3202,7091.24,0.38,104,1
SHP01195,Supplier_B,Sensors,2790,672,0.96,0.06,27,1446,6151,6269.93,0.24,1358,1
SHP01196,Supplier_A,Displays,4191,1529,0.98,0.26,3,2538,7026,7271.27,0.74,2134,1
SHP01197,Supplier_B,Sensors,1341,1039,0.89,0.3,3,1926,8737,10052.73,0.23,2594,0
SHP01198,Supplier_C,Microchips,790,1387,0.99,0.23,19,1807,6452,19508.98,0.46,1970,0
SHP01199,Supplier_C,Displays,627,1320,0.87,0.03,22,931,8184,15389.51,0.82,2145,1
SHP01200,Supplier_A,Sensors,1595,283,0.83,0.17,23,1928,2789,17108.92,0.92,2186,1
SHP01201,Supplier_A,Microchips,3925,1667,0.86,0.24,4,1292,1259,10360.17,0.72,299,1
SHP01202,Supplier_B,Batteries,2993,693,0.73,0.34,4,2582,2918,10759.41,0.43,1805,0
SHP01203,Supplier_D,Batteries,992,1308,0.82,0.33,19,1291,7504,4484.33,0.57,2168,0
SHP01204,Supplier_B,Processors,486,839,0.83,0.15,28,2128,6518,14560.39,0.69,2943,1
SHP01205,Supplier_A,Displays,1349,436,0.95,0.22,7,2419,7603,8720.89,0.87,2296,0
SHP01206,Supplier_B,Batteries,2628,896,0.92,0.31,2,1323,9175,14977.71,0.89,724,0
SHP01207,Supplier_A,Displays,4603,1684,0.87,0.29,26,615,8252,8476.58,0.93,2233,1
SHP01208,Supplier_B,Batteries,3628,87,0.8,0.18,16,2107,8230,2616.09,0.81,1225,0
SHP01209,Supplier_A,Processors,997,1234,0.75,0.11,12,727,1099,3874.55,0.15,2678,1
SHP01210,Supplier_A,Sensors,810,1535,0.8,0.07,11,900,4905,16325.62,0.75,2210,1
SHP01211,Supplier_A,Processors,3795,1522,0.9,0.18,5,334,3342,5543.02,0.81,1751,1
SHP01212,Supplier_D,Microchips,2786,1190,0.78,0.26,15,2250,9091,5654.91,0.88,791,0
SHP01213,Supplier_B,Batteries,4612,290,0.82,0.34,3,1602,4233,18622.68,0.92,2697,1
SHP01214,Supplier_B,Microchips,515,1099,0.81,0.3,14,420,6024,13323.89,0.51,913,0
SHP01215,Supplier_B,Microchips,1571,1721,0.92,0.09,17,2398,1327,2729.0,0.66,2555,1
SHP01216,Supplier_A,Displays,4280,611,0.96,0.26,13,1890,3289,3299.91,0.01,1727,0
SHP01217,Supplier_B,Batteries,4362,855,0.9,0.12,23,1928,2365,5811.16,0.57,620,0
SHP01218,Supplier_B,Microchips,2531,1979,0.8,0.25,6,2243,2408,12082.92,0.47,2680,0
SHP01219,Supplier_A,Sensors,2615,347,0.83,0.24,20,1660,1219,15180.1,0.96,2171,0
SHP01220,Supplier_C,Microchips,1195,854,0.74,0.11,4,2799,7407,5852.68,0.9,2242,1
SHP01221,Supplier_A,Sensors,909,203,0.75,0.1,22,190,4239,17477.52,0.8,395,0
SHP01222,Supplier_B,Displays,3144,781,0.75,0.05,21,2181,2269,2629.01,0.06,1254,0
SHP01223,Supplier_A,Microchips,1092,1725,0.74,0.04,22,1179,8542,4548.18,0.4,632,1
SHP01224,Supplier_C,Processors,1381,517,0.75,0.3,3,1677,4817,19424.07,0.7,1131,1
SHP01225,Supplier_A,Displays,4470,98,0.76,0.04,28,1428,8189,3127.52,0.03,987,0
SHP01226,Supplier_B,Sensors,1873,1727,0.73,0.05,18,2118,7857,17818.17,0.24,2532,0
SHP01227,Supplier_C,Displays,3661,95,0.89,0.1,22,1294,1067,14226.73,0.89,2695,0
SHP01228,Supplier_D,Microchips,3916,1748,0.99,0.31,12,1160,9934,1925.2,0.13,1529,1
SHP01229,Supplier_B,Batteries,1856,1358,0.95,0.13,2,1765,8225,9932.28,0.05,2520,0
SHP01230,Supplier_C,Batteries,2473,829,0.71,0.08,20,502,6383,10620.1,0.58,2704,0
SHP01231,Supplier_C,Sensors,2676,1701,0.82,0.26,9,391,3012,18676.72,0.95,2803,1
SHP01232,Supplier_D,Sensors,991,131,0.95,0.13,12,442,4069,8711.54,0.83,2146,0
SHP01233,Supplier_A,Batteries,4284,1117,0.74,0.13,9,1425,8666,9211.89,0.97,622,0
SHP01234,Supplier_A,Sensors,807,1779,0.95,0.26,26,1319,1290,2693.43,0.75,934,0
SHP01235,Supplier_B,Displays,2497,1843,0.87,0.1,18,1759,7312,12963.86,0.44,1477,0
SHP01236,Supplier_D,Processors,4582,1004,0.97,0.32,21,1020,8727,4612.49,0.95,610,0
SHP01237,Supplier_A,Processors,2234,322,0.95,0.21,7,1656,4679,2011.9,0.43,311,0
SHP01238,Supplier_D,Displays,2454,443,0.9,0.2,8,2255,4910,19939.92,0.35,1026,0
SHP01239,Supplier_A,Processors,4635,1859,0.89,0.11,22,2908,5651,5757.78,0.45,2772,1
SHP01240,Supplier_C,Microchips,1076,839,0.76,0.3,14,748,1352,3250.54,0.81,444,0
SHP01241,Supplier_A,Displays,834,644,0.73,0.21,8,215,2263,14140.06,0.92,435,1
SHP01242,Supplier_D,Sensors,2568,107,0.82,0.07,12,2131,2826,16522.8,0.36,1463,0
SHP01243,Supplier_C,Displays,2640,614,0.75,0.09,11,304,5378,1749.51,0.46,1997,1
SHP01244,Supplier_C,Batteries,732,50,0.73,0.17,9,351,2605,2555.17,0.9,2007,1
SHP01245,Supplier_C,Sensors,4368,265,0.79,0.28,11,2317,4398,2258.39,0.05,1801,0
SHP01246,Supplier_D,Batteries,4199,1390,0.95,0.33,23,984,5551,1415.71,0.78,2201,1
SHP01247,Supplier_B,Sensors,3001,1301,0.7,0.24,12,2606,4006,13359.4,0.45,704,0
SHP01248,Supplier_B,Processors,1763,1546,0.78,0.19,21,1555,2004,11972.11,0.38,395,1
SHP01249,Supplier_B,Displays,2115,1557,0.82,0.1,18,1306,6967,13424.73,0.45,2848,0
SHP01250,Supplier_D,Microchips,3281,815,0.85,0.24,12,1002,7428,10360.51,0.42,487,0
SHP01251,Supplier_C,Sensors,4163,720,0.75,0.34,17,2312,3078,16441.4,0.76,1925,0
SHP01252,Supplier_B,Sensors,2730,1360,0.98,0.18,6,294,3495,11160.03,0.93,1596,1
SHP01253,Supplier_D,Batteries,3972,560,0.87,0.07,11,2117,3261,18415.57,0.49,1667,0
SHP01254,Supplier_B,Processors,1154,1651,0.85,0.05,27,259,2737,9970.15,0.83,2037,0
SHP01255,Supplier_A,Batteries,480,964,0.7,0.11,27,475,4096,15917.84,0.73,1454,1
SHP01256,Supplier_B,Batteries,3182,1894,0.84,0.21,21,1030,8927,8443.53,0.33,2075,1
SHP01257,Supplier_B,Processors,2491,1531,0.94,0.33,6,2169,3444,8986.87,0.59,136,1
SHP01258,Supplier_C,Microchips,1692,144,0.76,0.12,21,227,1336,17055.34,0.67,282,1
SHP01259,Supplier_D,Batteries,4361,542,0.8,0.12,10,1596,3983,2599.37,0.02,2439,0
SHP01260,Supplier_C,Batteries,2847,814,0.71,0.18,4,1948,7998,11515.9,0.4,1645,0
SHP01261,Supplier_C,Sensors,2489,1071,0.98,0.32,4,2084,5998,14663.56,0.99,169,0
SHP01262,Supplier_C,Processors,3653,199,0.72,0.16,11,348,9863,15133.2,0.64,336,0
SHP01263,Supplier_C,Displays,3127,1096,0.96,0.09,8,2363,9187,12034.12,0.33,563,0
SHP01264,Supplier_C,Microchips,1307,805,0.79,0.07,3,2617,3595,9237.26,0.25,1241,0
SHP01265,Supplier_B,Microchips,3953,1288,0.87,0.17,26,324,3970,5585.26,0.21,290,1
SHP01266,Supplier_C,Processors,644,448,0.9,0.28,9,1778,4269,18233.81,0.4,1029,0
SHP01267,Supplier_C,Sensors,3181,459,0.74,0.12,13,1896,1478,7710.86,0.19,1986,1
SHP01268,Supplier_D,Sensors,3763,180,0.83,0.19,23,1844,1843,16080.35,0.14,2548,0
SHP01269,Supplier_A,Processors,2339,904,0.79,0.22,10,102,2625,1117.48,0.36,2014,0
SHP01270,Supplier_B,Sensors,2467,197,0.72,0.17,12,2909,2880,5027.3,0.61,416,1
SHP01271,Supplier_B,Microchips,3873,430,0.94,0.08,20,1895,9696,7238.9,0.15,817,1
SHP01272,Supplier_B,Microchips,2727,1182,0.71,0.32,21,1473,9301,13595.69,0.04,2369,1
SHP01273,Supplier_C,Displays,4031,601,0.89,0.21,24,1487,5492,6726.95,0.03,757,1
SHP01274,Supplier_C,Processors,2574,1194,0.79,0.26,18,1677,4480,1306.59,0.27,1312,0
SHP01275,Supplier_C,Batteries,3230,344,0.76,0.23,14,1997,9542,3890.42,0.19,2439,1
SHP01276,Supplier_D,Batteries,3607,1193,0.89,0.35,2,538,4042,5553.72,0.54,2370,0
SHP01277,Supplier_A,Displays,196,505,0.87,0.17,2,2599,3836,3932.93,0.46,857,0
SHP01278,Supplier_C,Displays,3958,1603,0.79,0.16,29,2404,9078,4472.63,0.32,2906,1
SHP01279,Supplier_A,Sensors,2808,218,0.85,0.14,9,466,8874,15494.66,0.83,1540,0
SHP01280,Supplier_D,Displays,3436,759,0.77,0.14,14,2606,7564,8534.66,0.5,2083,0
SHP01281,Supplier_B,Displays,556,1996,0.95,0.11,7,970,4628,8401.0,0.09,2185,0
SHP01282,Supplier_C,Batteries,4468,1216,0.79,0.34,4,1603,6017,19348.82,0.3,1576,1
SHP01283,Supplier_A,Sensors,3087,86,0.77,0.31,17,2735,9302,9210.69,0.97,1330,1
SHP01284,Supplier_A,Displays,4188,1771,0.92,0.12,11,715,8606,18589.33,0.98,2547,0
SHP01285,Supplier_C,Displays,3984,1334,0.71,0.12,8,55,2201,6331.73,0.25,2073,0
SHP01286,Supplier_B,Sensors,1131,280,0.78,0.05,23,2519,7003,8312.21,0.17,1483,1
SHP01287,Supplier_B,Processors,307,303,0.81,0.31,22,1524,1010,8227.53,0.5,2112,0
SHP01288,Supplier_B,Sensors,2037,378,0.96,0.14,4,2487,2501,11148.54,0.48,1129,0
SHP01289,Supplier_D,Batteries,1246,1976,0.98,0.21,15,2431,9320,11892.82,0.41,1097,0
SHP01290,Supplier_A,Processors,4399,1370,0.91,0.32,17,1521,8905,5338.44,0.53,1596,0
SHP01291,Supplier_A,Microchips,2664,1029,0.84,0.15,5,387,4603,15974.89,0.23,1727,0
SHP01292,Supplier_A,Sensors,542,59,0.89,0.29,14,2945,5195,10182.26,0.11,2660,0
SHP01293,Supplier_D,Batteries,4884,495,0.82,0.16,28,318,1289,637.35,0.57,2929,1
SHP01294,Supplier_A,Processors,932,971,0.79,0.25,28,2162,6688,12031.14,0.93,182,1
SHP01295,Supplier_D,Sensors,1561,885,0.98,0.16,2,2775,8393,16062.16,0.14,1500,0
SHP01296,Supplier_B,Displays,3616,1303,0.73,0.15,26,1137,8605,5384.1,0.7,2482,1
SHP01297,Supplier_C,Sensors,1259,1609,0.8,0.35,6,1343,3693,1238.48,0.44,758,0
SHP01298,Supplier_A,Microchips,486,127,0.96,0.22,19,706,9374,16239.98,0.29,2249,0
SHP01299,Supplier_A,Sensors,2141,1498,0.91,0.14,13,1450,1350,19537.4,0.85,1411,1
SHP01300,Supplier_B,Processors,2653,242,0.71,0.11,12,1918,4586,1992.99,0.46,2972,0
SHP01301,Supplier_C,Processors,1818,450,0.71,0.03,10,2878,6915,18791.72,0.58,1154,1
SHP01302,Supplier_D,Sensors,4875,158,0.85,0.25,29,2426,6584,7505.85,0.44,1437,0
SHP01303,Supplier_C,Processors,4150,841,0.84,0.14,8,2615,3849,18858.07,0.08,2301,0
SHP01304,Supplier_B,Displays,3509,1996,0.83,0.29,15,1706,5435,13152.37,0.59,2707,1
SHP01305,Supplier_B,Sensors,789,312,0.79,0.14,25,911,7404,17859.76,0.42,2014,0
SHP01306,Supplier_C,Displays,1269,378,0.99,0.14,4,2518,4927,15823.74,0.09,1676,0
SHP01307,Supplier_D,Displays,1052,412,0.78,0.28,17,1386,7514,1045.96,0.6,1042,0
SHP01308,Supplier_D,Batteries,4979,1940,0.84,0.18,8,2406,8440,1776.13,0.01,793,0
SHP01309,Supplier_A,Sensors,4690,1451,0.82,0.31,28,2911,6816,10752.02,0.21,331,0
SHP01310,Supplier_D,Processors,3596,1853,0.75,0.21,2,2943,7592,3027.57,0.78,1244,0
SHP01311,Supplier_C,Displays,4017,1414,0.76,0.1,7,1717,6825,9490.17,0.04,1952,0
SHP01312,Supplier_B,Batteries,4942,308,0.97,0.21,27,1875,4488,19115.29,0.65,487,0
SHP01313,Supplier_A,Sensors,2584,1408,0.95,0.02,7,1262,2895,6247.77,0.95,2050,0
SHP01314,Supplier_A,Sensors,1954,134,0.76,0.12,28,2818,3908,10033.8,0.17,2779,0
SHP01315,Supplier_B,Microchips,3539,1595,0.95,0.09,11,1115,2411,7993.06,0.42,963,1
SHP01316,Supplier_D,Microchips,3331,1874,0.76,0.24,13,2687,6457,12781.63,0.58,1349,1
SHP01317,Supplier_B,Displays,2697,1887,0.88,0.06,23,369,4999,4279.98,0.45,1747,1
SHP01318,Supplier_D,Microchips,4083,1644,0.72,0.12,20,1730,6448,5568.82,0.62,1318,1
SHP01319,Supplier_B,Displays,2291,357,0.96,0.13,7,494,9847,17245.97,0.4,908,0
SHP01320,Supplier_C,Processors,2735,311,0.71,0.02,15,1447,7292,16321.06,0.15,1149,0
SHP01321,Supplier_D,Displays,756,1971,0.86,0.04,4,335,9541,15889.2,0.09,2087,0
SHP01322,Supplier_C,Microchips,3912,846,0.93,0.12,11,2268,8008,15532.93,0.74,636,0
SHP01323,Supplier_A,Processors,3440,680,0.73,0.09,10,2360,2143,9459.03,0.24,2706,0
